root_domain,address,angellist_url,blog_url,category,city,country,crunchbase_url,description,employee_count,employees,facebook_url,founded_at,id,instagram_url,is_public,keywords,last_updated,latest_funding_amount,linkedin_url,name,phones,postal_code,profile_url,publicly_traded_exchange,publicly_traded_symbol,retail_location_count,revenue,state,street,time,total_funding_amount,twitter_url,website,youtube_url,row
advicode.com,"{'country_code': 'us', 'country_name': 'United States', 'region_code': 'us-nm', 'region_name': 'New Mexico', 'city': 'Bloomfield', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'North Hare Street', 'postcode': '87413', 'po_box': None, 'house_number': '951', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': -1.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 36.719871520996094, 'longitude': -107.97676086425781, 'raw_text': '951 N Hare St, Bloomfield, New Mexico, United States, 87413-5261', 'tokens': {'country': array(['united states'], dtype=object), 'region': array(['new mexico'], dtype=object), 'city': array(['bloomfield'], dtype=object), 'postcode': array(['87413-5261'], dtype=object), 'road': array(['n hare st'], dtype=object), 'number': array(['951'], dtype=object), 'po_box': array([], dtype=object), 'other': array([], dtype=object), 'raw_text': '951 N Hare St, Bloomfield, New Mexico, United States, 87413-5261'}, 'nominatim_address': None}",,,['marketing & advertising'],Bloomfield,United States,,"Advanced Visual Communications Design (AVCD) is a creative design firm specialized in strategic communications, utilizing carefully selected visual channels to efficiently deliver concise messages to selected target markets, developing brand awareness, increasing customer acceptance, prospect interest and stakeholder confidence, and achieving increased sales for our partners. Our services include visual storytelling, visitor experience, conceptual design, brand identity, business projection (including content production & curation) and environmental graphics among many others.AVCD employs a team of interdisciplinary professionals experienced in 2D / 3D design, audiovisual production, broadcast media production, project management, social media management, advertising and marketing among other fields and whose credentials include Associated Press, BBVA, Cristalia, Gatorade, Banco Popular de Puerto Rico, Hewlett-Packard, Lotus, Shell, Nice! (Walgreens), D.A.S. Audio, Telemundo, Univision, Walmart, Yaucono and Welch's.Each and every one of AVCD's specialists is committed to providing the very best creative services to help our clients succeed by reaching their goals in time and budget and setting them apart from their competition.",1,[],https://www.facebook.com/advicode,2016,5f462ffc376f5e000175ef34,http://www.instagram.com/advicode,False,"['visitor experience' 'marketing & advertising' 'brand design'
 'information technology & services' 'visual storytelling'
 'content production' 'writing & editing' 'label design'
 'environmental graphics' 'conceptual design' 'consumer internet'
 'internet' 'social media' 'content curation' 'business projection'
 'marketing' 'audiovisual production' 'brand identity' 'logo design'
 'consumers' 'digital marketing' 'product package design' 'copywriting'
 'advertising services' 'advertising']",2023-01-15 11:31:00.237,,http://www.linkedin.com/company/advicode,Advanced Visual Communications Design,[],87413-5261,https://www.apollo.io/companies/Advanced-Visual-Communications-Design/5f462ffc376f5e000175ef34,,,,,New Mexico,951 N Hare St,2023-01-21 10:02:20.000,,https://twitter.com/advicode_,http://www.advicode.com,https://www.youtube.com/channel/UCxIxnbiJLiSwMc10kN5H8_Q/,1
adwllp.com,"{'country_code': 'us', 'country_name': 'United States', 'region_code': 'us-oh', 'region_name': 'Ohio', 'city': 'Columbus', 'city_district': 'Near East Side', 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'East Town Street', 'postcode': '43215', 'po_box': None, 'house_number': '560', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': -2.0, 'staircase': None, 'suburb': 'Near East Side', 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 39.9605827331543, 'longitude': -82.98529815673828, 'raw_text': '560 East Town Street, Columbus, Ohio, United States, 43215', 'tokens': {'country': array(['united states'], dtype=object), 'region': array(['ohio'], dtype=object), 'city': array(['columbus'], dtype=object), 'postcode': array(['43215'], dtype=object), 'road': array(['east town street'], dtype=object), 'number': array(['560'], dtype=object), 'po_box': array([], dtype=object), 'other': array([], dtype=object), 'raw_text': '560 East Town Street, Columbus, Ohio, United States, 43215'}, 'nominatim_address': None}",,,['law practice'],Columbus,United States,,"The law office of Artz, Dewhirst & Wheeler, LLP is engaged in the general practice of law providing legal representation to individuals, businesses, and other organizations. The law firm offers a wide range of legal services for personal and business matters.Artz, Dewhirst & Wheeler, LLP is committed to providing personalized attention to all clients, while maintaining high standards of professionalism. Confidential, effective, and timely legal representation, flexible hours of operation, and open discussion of legal fees are hallmarks of the firm's attitude toward both its clients and the practice of law.When you need legal assistance, we are available to provide you legal assistance in a timely, competent and confidential manner. Practice areas include:BusinessCriminal – TrafficDrunk Driving (OVI)Probate AdministrationEstate PlanningReal EstatePersonal InjuryFamily LawDivorceSurrogacyPrenuptialsAdoptionsEmploymentLitigationMediation",9,[],https://www.facebook.com/Artz-Dewhirst-Wheeler-LLP-Attorneys-at-Law-108351012399/,1983,54a1218b69702d86b66a9b02,,False,['law practice' 'legal services'],2023-04-09 06:39:14.805,,http://www.linkedin.com/company/artz-dewhirst-&-wheeler-llp,"Artz, Dewhirst & Wheeler, LLP",['+16142210944'],43215,https://www.apollo.io/companies/Artz--Dewhirst---Wheeler--LLP/54a1218b69702d86b66a9b02,,,,18.5M,Ohio,560 East Town Street,2023-04-18 22:23:00.000,,https://twitter.com/ADWLLP,http://www.adwllp.com,,1
aec.bg,,,,['civil engineering'],Sofia,Bulgaria,,"AEC (Alashki Engineering Constructions) is a leading Bulgarian company in the field of structural design and civil engineering.For more information, see our company PORTFOLIO:http://www.aec.bg/files/portfolio_pdf/portfolio_bg.pdfvisit our WEBSITE: www.aec.bgor follow us on:FACEBOOK:https://www.facebook.com/alashki.e.c.group/TWITTER:https://twitter.com/AEConstructionsPINTEREST:https://www.pinterest.com/AEConstructions/pins/",5,[],http://www.facebook.com/alashki.e.c.group,1996,57c4ca07a6da9836c20940bd,,False,['civil engineering'],2023-01-15 10:10:13.623,,http://www.linkedin.com/company/aec-constructions,AEConstructions,['+359888586157'],1111,https://www.apollo.io/companies/AEConstructions/57c4ca07a6da9836c20940bd,,,,,Sofia City Province,50 Улица Едисон,2023-01-23 03:38:16.000,,http://www.twitter.com/AEConstructions,http://www.aec.bg,,1
aecsolutions.net,"{'country_code': 'us', 'country_name': 'United States', 'region_code': 'us-ok', 'region_name': 'Oklahoma', 'city': 'Oklahoma City', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'West Wilshire Boulevard', 'postcode': '73116', 'po_box': None, 'house_number': '235', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': -2.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 35.55120849609375, 'longitude': -97.51705169677734, 'raw_text': '235 W Wilshire Blvd, Oklahoma City, Oklahoma, United States, 73116', 'tokens': {'country': array(['united states'], dtype=object), 'region': array(['oklahoma'], dtype=object), 'city': array(['oklahoma city'], dtype=object), 'postcode': array(['73116'], dtype=object), 'road': array(['w wilshire blvd'], dtype=object), 'number': array(['235'], dtype=object), 'po_box': array([], dtype=object), 'other': array([], dtype=object), 'raw_text': '235 W Wilshire Blvd, Oklahoma City, Oklahoma, United States, 73116'}, 'nominatim_address': None}",,,['retail'],Oklahoma City,United States,,"A.E.C. Solutions has been providing both sales and service in the areas of dictation systems, payroll time systems, and professional speech recognition.Our current recommendation for dictation system is the Olympus professional digital system, we also have: dictation capabilities.We represent seven different manufacturers that can provide biometric time systems to include the latest date of the art low-cost facial recognition systems, fingerprint readers and hand readers. We also provide badge swipe systems, PC entry systems, web punch systems and even telephone call and systems.We have been providing professional speech recognition for doctors and attorneys since 1995 and can also integrate this with digital portable dictation systemswww.aecsolutions.net1-800-477-9675",0,[],,1956,54a13c5569702d2185d6c801,,False,"['professional speech recognition' 'payroll time systems'
 'digital dictation' 'retail' 'biometric time systems']",2023-01-15 10:04:39.342,,http://www.linkedin.com/company/a-e-c-solutions,A.E.C. Solutions,['+15084054546'],73116,https://www.apollo.io/companies/A-E-C--Solutions/54a13c5569702d2185d6c801,,,,4M,Oklahoma,235 W Wilshire Blvd,2023-01-23 12:13:19.000,,,http://www.aecsolutions.net,,1
aedem.es,"{'country_code': 'es', 'country_name': 'Spain', 'region_code': 'es-ct', 'region_name': 'Catalonia', 'city': 'Barcelona', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': 'Barcelona', 'road': 'Carrer dels Jocs Florals', 'postcode': '08014', 'po_box': None, 'house_number': '45', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 9.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 41.374000549316406, 'longitude': 2.1348483562469482, 'raw_text': '45 Carrer dels Jocs Florals, Barcelona, Catalonia, Spain, 08014', 'tokens': {'country': array(['spain'], dtype=object), 'region': array(['catalonia'], dtype=object), 'city': array(['barcelona'], dtype=object), 'postcode': array(['08014'], dtype=object), 'road': array(['carrer dels jocs florals'], dtype=object), 'number': array(['45'], dtype=object), 'po_box': array([], dtype=object), 'other': array([], dtype=object), 'raw_text': '45 Carrer dels Jocs Florals, Barcelona, Catalonia, Spain, 08014'}, 'nominatim_address': None}",,,['music'],Barcelona,Spain,,"AEDEM es una Asociación que agrupa a los editores de música independiente.AEDEM promueve y salvaguarda los intereses de los editores de música y de sus compositores. Representa estos intereses ante entidades de gestión, organismos oficiales, la industria musical, los medios de comunicación, educadores y el público en general.Nuestra asociación representa la unidad del sector editorial para afrontar un número importante de retos trabajando con objetivos comunes bien definidos, a nivel local, europeo y mundial proporcionando a los editores un foro, una voz colectiva y una amplia gama de beneficios, servicios y cursos.",2,[],,1977,5e5676bb5749890001ac7212,,False,"['formacion en propiedad intelectual' 'asesoramiento en edicion musical'
 'musicians' 'gestion derechos de autor' 'promocion obras musicales'
 'music' 'industria musical independiente']",2023-04-23 08:26:44.585,,http://www.linkedin.com/company/aedemmusica,AEDEM - Asociación Española de Editores de Música,[],08014,https://www.apollo.io/companies/AEDEM---Asociaci-n-Espa-ola-de-Editores-de-M-sica/5e5676bb5749890001ac7212,,,,,Catalonia,45 Carrer dels Jocs Florals,2023-05-04 02:29:55.000,,,http://www.aedem.es,,1
aedresults.com,"{'country_code': 'us', 'country_name': 'United States', 'region_code': 'us-oh', 'region_name': 'Ohio', 'city': 'Columbus', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': None, 'postcode': None, 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 10.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': False, 'city_has_first_letter_upper_case': True, 'latitude': 39.96226119995117, 'longitude': -83.0007095336914, 'raw_text': ', Columbus, Ohio, United States', 'tokens': None, 'nominatim_address': None}",,,[],Columbus,United States,,,0,[],https://www.facebook.com/aedresults,,641ad1803ff4f900017be0db,,False,[],2023-04-13 07:25:06.670,,http://www.linkedin.com/company/loren-lynn-inc,"LOREN-LYNN, INC",['+16143892620'],,https://www.apollo.io/companies/LOREN-LYNN--INC/641ad1803ff4f900017be0db,,,,2M,Ohio,,2023-04-14 05:45:26.000,,,http://www.aedresults.com,http://www.youtube.com/user/AEDresults/videos,1
aefsur.org,"{'country_code': 'es', 'country_name': 'Spain', 'region_code': 'es-md', 'region_name': 'Community of Madrid', 'city': 'Fuenlabrada', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': None, 'postcode': None, 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 9.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': False, 'city_has_first_letter_upper_case': True, 'latitude': 40.282474517822266, 'longitude': -3.792342185974121, 'raw_text': ', Fuenlabrada, Comunidad de Madrid, Spain', 'tokens': None, 'nominatim_address': None}",,,['nonprofit organization management'],Fuenlabrada,Spain,,"Asociación Empresarial de FuenlabradaSomos una Asociación Empresarial Territorial Intersectorial.Acumulamos 50 años de experiencia. Retomamos el espíritu asociativo de la zona para impulsar el emprendimiento, a los autónomos, las micropymes y las pymes a un periodo de mejora continua.Fomentando el desarrollo de profesionales y empresas comprometidos en la evolución del Tejido Empresarial de la zona.",2,[],https://www.facebook.com/Aefsur-1304111386380233/,,63cd3ecb8d3e250001feb501,https://www.instagram.com/aefsur_asociacion/,False,['non-profit organizations' 'nonprofit organization management'],2023-04-23 08:33:49.721,,http://www.linkedin.com/company/aefsur,AEFSUR - Asociación Empresarial de Fuenlabrada,['+34914891536'],,https://www.apollo.io/companies/AEFSUR---Asociaci-n-Empresarial-de-Fuenlabrada/63cd3ecb8d3e250001feb501,,,,,Comunidad de Madrid,,2023-05-03 05:55:27.000,,,http://www.aefsur.org,,1
aegeustechnologies.com,"{'country_code': 'in', 'country_name': 'India', 'region_code': 'in-ka', 'region_name': 'Karnataka', 'city': 'Bengaluru', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': 'Bangalore Urban', 'road': None, 'postcode': None, 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 9.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': False, 'city_has_first_letter_upper_case': True, 'latitude': 12.97679328918457, 'longitude': 77.59008026123047, 'raw_text': ', Bengaluru, Karnataka, India', 'tokens': None, 'nominatim_address': None}",,,['electrical/electronic manufacturing'],Bengaluru,India,,A Unique Waterless Solar Panel Cleaning Robotic Technology #waterless #robotics #cleantech,14,"[{'name': 'Abhilash Chandan', 'surname': 'Chandan', 'given_name': 'Abhilash', 'company_names': array(['Aegeus Technologies Pvt Ltd'], dtype=object), 'company_id': None, 'domain': None, 'title': array([{'title': 'Founding Team : Senior Embedded Software and Hardware Developer', 'department_id': None, 'department': None, 'job_level_id': None, 'job_level': None, 'notes': None, 'metas_json': None}],
       dtype=object), 'links': [], 'emails': array([], dtype=object), 'phones': array([], dtype=object), 'notes': None, 'metas_json': None, 'score': None}
 {'name': 'Deep Pandey', 'surname': 'Pandey', 'given_name': 'Deep', 'company_names': array(['Aegeus Technologies Pvt Ltd'], dtype=object), 'company_id': None, 'domain': None, 'title': array([{'title': 'National Sales Head', 'department_id': None, 'department': None, 'job_level_id': None, 'job_level': None, 'notes': None, 'metas_json': None}],
       dtype=object), 'links': [], 'emails': array([], dtype=object), 'phones': array([], dtype=object), 'notes': None, 'metas_json': None, 'score': None}
 {'name': 'Iranna Jadhav', 'surname': 'Jadhav', 'given_name': 'Iranna', 'company_names': array(['Aegeus Technologies Pvt Ltd'], dtype=object), 'company_id': None, 'domain': None, 'title': array([{'title': 'LEAD- Product development, Manufacturing and Production', 'department_id': None, 'department': None, 'job_level_id': None, 'job_level': None, 'notes': None, 'metas_json': None}],
       dtype=object), 'links': [], 'emails': array([], dtype=object), 'phones': array([], dtype=object), 'notes': None, 'metas_json': None, 'score': None}
 {'name': 'Rajkiran Singh', 'surname': 'Singh', 'given_name': 'Rajkiran', 'company_names': array(['Aegeus Technologies Pvt Ltd'], dtype=object), 'company_id': None, 'domain': None, 'title': array([{'title': 'Founding Member, General Manager', 'department_id': None, 'department': None, 'job_level_id': None, 'job_level': None, 'notes': None, 'metas_json': None}],
       dtype=object), 'links': [], 'emails': array([], dtype=object), 'phones': array([], dtype=object), 'notes': None, 'metas_json': None, 'score': None}
 {'name': 'Aegeus Marketing', 'surname': 'Marketing', 'given_name': 'Aegeus', 'company_names': array(['Aegeus Technologies Pvt Ltd'], dtype=object), 'company_id': None, 'domain': None, 'title': array([{'title': 'Digital Marketing Manager', 'department_id': None, 'department': None, 'job_level_id': None, 'job_level': None, 'notes': None, 'metas_json': None}],
       dtype=object), 'links': [], 'emails': array([], dtype=object), 'phones': array([], dtype=object), 'notes': None, 'metas_json': None, 'score': None}
 {'name': 'Vishal Naik', 'surname': 'Naik', 'given_name': 'Vishal', 'company_names': array(['Aegeus Technologies Pvt Ltd'], dtype=object), 'company_id': None, 'domain': None, 'title': array([{'title': 'IE & Planning', 'department_id': None, 'department': None, 'job_level_id': None, 'job_level': None, 'notes': None, 'metas_json': None}],
       dtype=object), 'links': [], 'emails': array([], dtype=object), 'phones': array([], dtype=object), 'notes': None, 'metas_json': None, 'score': None}                                                                                                                                                                                        ]",,,5ed7ccc4f64e8c00018270ff,,False,"['appliances, electrical, & electronics manufacturing'
 'electrical/electronic manufacturing'
 'mechanical or industrial engineering']",2023-04-23 08:44:41.675,,http://www.linkedin.com/company/aegeus-technologies-pvt-ltd,Aegeus Technologies Pvt Ltd,['+919901856695'],,https://www.apollo.io/companies/Aegeus-Technologies-Pvt-Ltd/5ed7ccc4f64e8c00018270ff,,,,,Karnataka,,2023-04-24 06:00:22.000,,,http://www.aegeustechnologies.com,,1
aeliascs.com,"{'country_code': 'us', 'country_name': 'United States', 'region_code': 'us-il', 'region_name': 'Illinois', 'city': 'Schaumburg', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'North Martingale Road', 'postcode': '60173', 'po_box': None, 'house_number': '10', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 9.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 42.026123046875, 'longitude': -88.03243255615234, 'raw_text': '10 North Martingale Road, Schaumburg, Illinois, United States, 60173', 'tokens': {'country': array(['united states'], dtype=object), 'region': array(['illinois'], dtype=object), 'city': array(['schaumburg'], dtype=object), 'postcode': array(['60173'], dtype=object), 'road': array(['north martingale road'], dtype=object), 'number': array(['10'], dtype=object), 'po_box': array([], dtype=object), 'other': array([], dtype=object), 'raw_text': '10 North Martingale Road, Schaumburg, Illinois, United States, 60173'}, 'nominatim_address': None}",,,['information technology & services'],Schaumburg,United States,,"Aelias Consulting specializes in cloud & digital transformation, enabling the organization (enterprise, SMB, startups, non-profit & government) to lead transformational changes, and produce results.",3,"[{'name': 'Fahad Aleem', 'surname': 'Aleem', 'given_name': 'Fahad', 'company_names': array(['Aelias Consulting Inc.'], dtype=object), 'company_id': None, 'domain': None, 'title': array([{'title': 'Business Development Representative', 'department_id': None, 'department': None, 'job_level_id': None, 'job_level': None, 'notes': None, 'metas_json': None}],
       dtype=object), 'links': [], 'emails': array([], dtype=object), 'phones': array([], dtype=object), 'notes': None, 'metas_json': None, 'score': None}                                                                                                                                                                                                         ]",https://facebook.com/AeliasCS,,5db14131586e390001972885,,,"['devops' 'it services & it consulting' 'aws' 'b2b' 'computer software'
 'business transformation' 'big data' 'devsecops' 'digital transformation'
 'information technology & services' 'azure' 'gcp' 'paas'
 'business process' 'serverless' 'enterprises' 'containers'
 'cloud migration' 'manangement' 'analytics' 'enterprise software'
 'cloud computing' 'sap' 'microservices']",2022-10-30 16:37:12.666,,http://www.linkedin.com/company/aeliascs,Aelias Consulting Inc.,['+18477379683'],60173,https://www.apollo.io/companies/Aelias-Consulting-Inc-/5db14131586e390001972885,,,,,Illinois,10 North Martingale Road,2022-11-04 16:10:11.000,,https://twitter.com/AeliasCS,http://www.aeliascs.com,,1
aer.io,"{'country_code': 'us', 'country_name': 'United States', 'region_code': 'us-tx', 'region_name': 'Texas', 'city': 'El Paso', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Sunland Park Drive', 'postcode': '79912', 'po_box': None, 'house_number': '750', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': -1.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 31.818281173706055, 'longitude': -106.54540252685547, 'raw_text': '750 Sunland Park Dr, El Paso, Texas, United States, 79912', 'tokens': {'country': array(['united states'], dtype=object), 'region': array(['texas'], dtype=object), 'city': array(['el paso'], dtype=object), 'postcode': array(['79912'], dtype=object), 'road': array(['sunland park dr'], dtype=object), 'number': array(['750'], dtype=object), 'po_box': array([], dtype=object), 'other': array([], dtype=object), 'raw_text': '750 Sunland Park Dr, El Paso, Texas, United States, 79912'}, 'nominatim_address': None}",,,['retail'],El Paso,United States,,"El Paso Norte Press, Special Edition Books, and Traveling Press are part of the Digital Pulse Publishing Group, with an international catalog of full size paperback, hardcover and ebook titles.We use an eco-friendly print model which keeps paper waste to a minimum. Targeted distribution and geographically positioned printing partners allow our company to avoid excessive freight and warehousing costs.Market Reach:Our trade print titles in hardcover and paperback are featured on Amazon, Barnes and Noble, Cokesbury, local bookstores, and also held in libraries around the world.Our digital division produces ebooks on the Kindle platform, the Nook platform, Kobo, and iBooks.",1,[],https://www.facebook.com/AerioNetwork/,2005,6367ef3b8fcc8400019a6d20,,False,['retail'],2023-01-16 03:34:12.259,,http://www.linkedin.com/company/digital-pulse-publishing,Digital Pulse Publishing,['+18002531560'],79912,https://www.apollo.io/companies/Digital-Pulse-Publishing/6367ef3b8fcc8400019a6d20,,,,,Texas,750 Sunland Park Dr,2023-01-20 03:19:41.000,,https://twitter.com/AerioNetwork,http://www.aer.io,,1
aeriumdrones.com,"{'country_code': 'in', 'country_name': 'India', 'region_code': None, 'region_name': 'Kerala', 'city': 'Kochi', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': 'Ernakulam district', 'road': None, 'postcode': '682005', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 8.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 9.931307792663574, 'longitude': 76.26741027832031, 'raw_text': ', Kochi, Kerala, India', 'tokens': None, 'nominatim_address': None}",,,['aviation & aerospace'],Kochi,India,,"We are a team of ex-military officers, commercial pilots and technicians, expert in the field of aviation and unnamed aerial vehicles, pushing boundaries to ensure precise, perfect and prompt tailor-made results.",2,[],https://www.facebook.com/Aerium-Drone-Solutions-102538512018884,2021,61ec365b497bd300016ada39,https://www.instagram.com/aeriumdrone/,False,['aviation & aerospace' 'aviation & aerospace component manufacturing'],2023-01-15 14:06:50.194,,http://www.linkedin.com/company/aerium-drones-solutions,Aerium Drone Solutions,[],,https://www.apollo.io/companies/Aerium-Drone-Solutions/61ec365b497bd300016ada39,,,,,Kerala,,2023-01-24 16:50:48.000,,https://twitter.com/aeriumdrone,http://www.aeriumdrones.com,,1
aerochemicals.com,"{'country_code': 'fr', 'country_name': 'France', 'region_code': 'fr-bre', 'region_name': 'Brittany', 'city': 'Vannes', 'city_district': 'Nord-Est', 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Avenue Édouard Michelin', 'postcode': '56000', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 7.0, 'staircase': None, 'suburb': 'Nord-Est', 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 47.6594352722168, 'longitude': -2.7086048126220703, 'raw_text': 'Avenue Édouard Michelin, Vannes, Brittany, France, 56000', 'tokens': {'country': array(['france'], dtype=object), 'region': array(['brittany'], dtype=object), 'city': array(['vannes'], dtype=object), 'postcode': array(['56000'], dtype=object), 'road': array(['avenue édouard michelin'], dtype=object), 'number': array([], dtype=object), 'po_box': array([], dtype=object), 'other': array([], dtype=object), 'raw_text': 'Avenue Édouard Michelin, Vannes, Brittany, France, 56000'}, 'nominatim_address': None}",,,['aviation & aerospace'],Vannes,France,,"Aerochemicals is a global alliance of independent chemical specialists for the aerospace industry.Our wide range of critical products, services, and technical expertise all meet the needs of leading companies in the global aviation market. Our business network allows its members to position themselves as global leading suppliers for OEMs, MROs and airlines while achieving their individual goals.Key figures:30 manufacturing sites, 45 sales offices, 30 R&D labs and over 1800 employees worldwide.Members : ADDEV Materials, Andpak, Contec Inc., HaasFinechem, ML Lubricants, Nycote Laboratories, PSA, SherwinBabbCo, Spectronics Corporation, Socomore and Testron.Specialties: cleaning and stripping, surface preparation, painting, aero engine, in-flight, landing gear and wheel, temporary protection, non destructive testing, packaging service and chemical management services.",1,[],https://www.facebook.com/pages/Aerochemicals/131358006951386,2003,54a11bce69702d8ed4d95d00,,False,"['packaging' 'textile products' 'insecticides'
 'aviation & aerospace component manufacturing'
 'cleaning ans stripping products' 'surface preparation'
 'non destructive testing' 'oils' 'chemical management' 'shims'
 'adhesives' 'sealants' 'logistics & supply chain' 'aviation & aerospace'
 'painting products' 'coatings' 'shipping']",2023-04-09 05:45:23.011,,http://www.linkedin.com/company/aerochemicals,AEROCHEMICALS,['+33297437765'],56000,https://www.apollo.io/companies/AEROCHEMICALS/54a11bce69702d8ed4d95d00,,,,75M,Brittany,Avenue Édouard Michelin,2023-04-17 19:22:16.000,,,http://www.aerochemicals.com,,1
