domain,key,address,category,category_old_id,city,company_url,country_code,country_name,description,extracted_address,geo_location,gid,industry_old_id,map_url,name,phone,phone_country_code,profile_url,query_string,raw_address,raw_phone,region_code,region_name,request_uri,review,root_domain,soleadify_category,text,time,url,zip_code,row
2service.nl,3db4167ef267074e4a1e8ef86554df1e,"Santkamp 5, 6836 BE Arnhem, Netherlands",,,Arnhem,http://www.2service.nl/,nl,Netherlands,,"{'country_code': 'nl', 'country_name': 'Netherlands', 'region_code': 'nl-ge', 'region_name': 'Gelderland', 'city': 'Arnhem', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Santkamp', 'postcode': '6836 BE', 'po_box': None, 'house_number': '5', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 5.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 51.946434020996094, 'longitude': 5.883306980133057, 'raw_text': 'Santkamp 5, 6836 BE Arnhem, Netherlands', 'tokens': None, 'nominatim_address': None}",,9499871549863134417,,"/maps/dir//2Service+B.V.,+Santkamp+5,+6836+BE+Arnhem,+Netherlands/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x47c7a66dcd35740f:0x83d652d7956e84d1?sa=X",2Service B.V.,+31882340381,nl,,M N NET INDUSTRY,"Arnhem, Netherlands  31 88 2",+31 88 234 0381,nl-ge,Gelderland,/,,2service.nl,,"2Service B.V. Arnhem, Netherlands · +31 88 234 0381 Closed ⋅ Opens 9 am Mon",1681543655000,"https://www.google.com/search?q=M+N+NET+INDUSTRY&sz=6&tbm=lcl&sclient=gws-wiz-local&fll=54.91692389679385,-0.12054173046073657&fspn=10.002467840950722,24.38964843750002&fz=6&sll=54.91692389679385,-0.12054173046073657&sspn=10.002467840950722,24.38964843750002&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!2m1!1e3!3sIAE,lf:1,lf_ui:4&rlst=f#rlfi=hd:;si:;mv:[[59.918157817269204,12.074282488289274],[49.91568997631848,-12.315365949210747],null,[54.91692389679385,-0.12054173046073657],6];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!2m1!1e3!3sIAE,lf:1,lf_ui:4",6836 BE,2
360explorertour.com,af16f86decc024a56d05cd469078f529,"Water tank, RTO road, near Limra Medical, Aditya Nagar, Solapur, Maharashtra 413004, India",,,Solapur,https://www.360explorertour.com/,in,India,,"{'country_code': 'in', 'country_name': 'India', 'region_code': 'in-mh', 'region_name': 'Maharashtra', 'city': 'Solapur', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': 'Solapur', 'road': None, 'postcode': '413001', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 7.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 17.669973373413086, 'longitude': 75.90081024169922, 'raw_text': 'Water tank, RTO road, near Limra Medical, Aditya Nagar, Solapur, Maharashtra 413004, India', 'tokens': None, 'nominatim_address': None}",,7955556862858970355,,"/maps/dir//360+Explorer+LLP,+Water+tank,+RTO+road,+near+Limra+Medical,+Aditya+Nagar,+Solapur,+Maharashtra+413004,+India/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x3bc5db105abed211:0x6e67d0d1012144f3?sa=X",360 Explorer LLP,+919730277759,in,,Word 360,"Solapur, Maharashtra, India   ",+91 97302 77759,in-mh,Maharashtra,/,,360explorertour.com,,"360 Explorer LLP Solapur, Maharashtra, India · +91 97302 77759 Open ⋅ Closes 7 PM",1681818921000,"https://www.google.com/search?q=Word+360&sz=4&tbm=lcl&sclient=gws-wiz-local&fll=16.91968737201018,100.9972860545428&fspn=62.44197048627451,110.7421875&fz=4&sll=16.91968737201018,100.9972860545428&sspn=62.44197048627451,110.7421875&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!2m1!1e3!3sIAE,lf:1,lf_ui:4&rlst=f#rlfi=hd:;si:;mv:[[48.14067261514744,156.3683798045428],[-14.301297871127074,45.62619230454279],null,[16.91968737201018,100.9972860545428],4];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!2m1!1e3!3sIAE,lf:1,lf_ui:4",413001,1
360explorertour.com,ff3cd850b9603ead494d43f2e2ebbbde,"Water tank, RTO road, near Limra Medical, Aditya Nagar, Solapur, Maharashtra 413004, India",,,Solapur,https://www.360explorertour.com/,in,India,,"{'country_code': 'in', 'country_name': 'India', 'region_code': 'in-mh', 'region_name': 'Maharashtra', 'city': 'Solapur', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': 'Solapur', 'road': None, 'postcode': '413001', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 7.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 17.669973373413086, 'longitude': 75.90081024169922, 'raw_text': 'Water tank, RTO road, near Limra Medical, Aditya Nagar, Solapur, Maharashtra 413004, India', 'tokens': None, 'nominatim_address': {'postcode': '413001', 'continent': None, 'country': 'India', 'country_code': 'in', 'region': None, 'state': 'Maharashtra', 'state_district': 'Solapur', 'county': 'Solapur North', 'city': 'Solapur', 'municipality': None, 'town': None, 'village': None, 'city_district': None, 'district': None, 'borough': None, 'suburb': None, 'subdivision': None, 'hamlet': None, 'croft': None, 'isolated_dwelling': None, 'neighbourhood': None, 'allotments': None, 'quarter': None, 'city_block': None, 'residential': None, 'farm': None, 'farmyard': None, 'industrial': None, 'commercial': None, 'retail': None, 'road': None, 'house_number': None, 'house_name': None, 'emergency': None, 'historic': None, 'military': None, 'natural': None, 'landuse': None, 'railway': None, 'man_made': None, 'aerialway': None, 'boundary': None, 'amenity': None, 'aeroway': None, 'club': None, 'craft': None, 'leisure': None, 'office': None, 'mountain_pass': None, 'shop': None, 'tourism': None, 'bridge': None, 'tunnel': None, 'waterway': None, 'ISO3166_2': 'IN-MH', 'ISO3166_2_lvl2': None, 'ISO3166_2_lvl3': None, 'ISO3166_2_lvl4': 'IN-MH', 'ISO3166_2_lvl5': None, 'ISO3166_2_lvl6': None, 'ISO3166_2_lvl7': None, 'ISO3166_2_lvl8': None, 'ISO3166_2_lvl9': None, 'ISO3166_2_lvl10': None, 'ISO3166_2_lvl11': None, 'administrative': None, 'territory': None, 'place': None}}",,7955556862858970355,,"/maps/dir//360+Explorer+LLP,+Water+tank,+RTO+road,+near+Limra+Medical,+Aditya+Nagar,+Solapur,+Maharashtra+413004,+India/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x3bc5db105abed211:0x6e67d0d1012144f3?sa=X&ved=2ahUKEwj30PLX9-n_AhXyVqQEHRJ_AgQQ48ADegQIEhAA",360 Explorer LLP,+919730277759,in,,Adventure sports Solapur 413001,"Water tank, RTO road, near Limra Medical   ",+91 97302 77759,in-mh,Maharashtra,/,,360explorertour.com,,"360 Explorer LLP Water tank, RTO road, near Limra Medical · +91 97302 77759 Closed ⋅ Opens 9 AM",1688091715000,"https://www.google.com/search?q=Adventure+sports+Solapur+413001&sz=0&tbm=lcl&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!2m1!1e3!3sIAE,lf:1,lf_ui:4&start=",413001,2
360prconsultants.com,11c95ba2a508f01dfcf1a5b865e6c313,,Public relations firm,,Nicosia,http://360prconsultants.com/,cy,Cyprus,,"{'country_code': 'cy', 'country_name': 'Cyprus', 'region_code': None, 'region_name': 'South Cyprus', 'city': 'Nicosia', 'city_district': 'Apostolos Varnavas & Agios Makarios', 'continent_code': None, 'continent_name': None, 'state_district': 'Nicosia', 'road': 'Kappadokias', 'postcode': '2034', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 1.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 35.136985778808594, 'longitude': 33.36262512207031, 'raw_text': None, 'tokens': None, 'nominatim_address': None}","{'latitude': 35.1369903, 'longitude': 33.362626}",11333854681832887151,,"/maps/dir//360+CHARTERED+PR+CONSULTANTS,+09+Kappadokias+street+Office+01,+Strovolos+Nicosia,+2028,+Cyprus/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14de19f9228e647f:0x9d49f0c8a68c136f?sa=X",360 CHARTERED PR CONSULTANTS,+35722026723,cy,/search?sz=0&ucbcb=1&q=360+CHARTERED+PR+CONSULTANTS+Cyprus&ludocid=11333854681832887151&lsig=AB86z5W4asGz1cN4rQocEi4LT1ad&lqi=CiFQdWJsaWMgd29ya3MgZGVwYXJ0bWVudCBpbiBDeXBydXNaRgoXcHVibGljIHdvcmtzIGRlcGFydG1lbnQiIXB1YmxpYyB3b3JrcyBkZXBhcnRtZW50IGluIGN5cHJ1cyoICAMQABABEAKSARVwdWJsaWNfcmVsYXRpb25zX2Zpcm2qAR8QASobIhdwdWJsaWMgd29ya3MgZGVwYXJ0bWVudCgA&phdesc=Idk6Akmo7GY,Public works department in Cyprus,,+357 22 026723,,South Cyprus,/,,360prconsultants.com,,No reviews · Public relations firm Cyprus Closed ⋅ Opens 9:30AM · +357 22 026723 Onsite services·Online appointments,1621288290000,https://www.google.com/search?sz=0&tbm=lcl&q=Public+works+department+in+Cyprus&start=140,2034,1
365isi.com,be33da0cb654eae715aca294a758c431,"Saint George, ON, Canada",Mechanical contractor,,Brant County,http://www.365isi.com/,ca,Canada,,"{'country_code': 'ca', 'country_name': 'Canada', 'region_code': None, 'region_name': 'Ontario', 'city': 'Brant County', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': 'Southwestern Ontario', 'road': 'Prospect Street', 'postcode': 'N0E 1N0', 'po_box': None, 'house_number': '258', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 0.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 43.238075256347656, 'longitude': -80.27445220947266, 'raw_text': None, 'tokens': None, 'nominatim_address': None}","{'latitude': 43.2385115, 'longitude': -80.2742208}",774847663465397176,,"/maps/dir//365+Industrial+Solutions+Inc,+263+Prospect+St,+St+George,+ON+N0E+1N0/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x882c65a91289ba4b:0xac0cfd837e57bb8?sa=X&hl=en",365 Industrial Solutions Inc,+15194484800,ca,"/search?sz=0&ucbcb=1&q=365+Industrial+Solutions+Inc+Saint+George,+ON,+Canada&ludocid=774847663465397176&lsig=AB86z5VhNXtC2svQcRznYf_DbmhL&lqi=CipTdGVlbCBkaXN0cmlidXRvciBpbiBOb3Jmb2xrIENvdW50eSBDYW5hZGFIt_a7ypuugIAIWksKEXN0ZWVsIGRpc3RyaWJ1dG9yEAAQASIqc3RlZWwgZGlzdHJpYnV0b3IgaW4gbm9yZm9sayBjb3VudHkgY2FuYWRhKgYIAxAAEAGSARVtZWNoYW5pY2FsX2NvbnRyYWN0b3KqARkQASoVIhFzdGVlbCBkaXN0cmlidXRvcigA&phdesc=PO3md4DjZcc",Industrial process piping installation in Prince Edward Island,"St George, ON",(519) 448-4800,,Ontario,/,"""... knowledgeable, and quality-focused company!""",365isi.com,,"365 Industrial Solutions Inc 4.5(8) · Mechanical contractor St George, ON Closed ⋅ Opens 7:30 a.m. · (519) 448-4800 Onsite services",1671172086000,https://www.google.com/search?q=Industrial+process+piping+installation+in+Prince+Edward+Island&sz=0&tbm=lcl&start=20&hl=en,N0E 1N0,1
3radi.lv,855867b50f514fe06eb47dcd6d896297,"Indriķi, Viļķene Parish, Latvia  371 26 494 982",,,,https://3radi.lv/,lv,,,,,9328100332826265374,,"/maps/dir//3+RADI,+Indri%C4%B7i,+Vi%C4%BC%C4%B7enes+pagasti,+LV-4050,+Latvia/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x46ec11d3667925f5:0x817411d48f50071e?sa=X",3 RADI,+37126494982,lv,,Radi Design,"Indriķi, Viļķene Parish, Latvia  371 26 494 982",+371 26 494 982,,,/,,3radi.lv,,"3 RADI Indriķi, Viļķene Parish, Latvia · +371 26 494 982 Closed ⋅ Opens 9 AM Wed",1684853234000,"https://www.google.com/search?q=Radi+Design&sz=5&tbm=lcl&sclient=gws-wiz-local&fll=46.8300814303833,17.71800545311816&fspn=24.5674991607666,55.37062454223633&fz=5&sll=46.8300814303833,17.71800545311816&sspn=24.5674991607666,55.37062454223633&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!2m1!1e3!3sIAE,lf:1,lf_ui:4&rlst=f#rlfi=hd:;si:;mv:[[59.1138310107666,45.403317724236324],[34.54633185,-9.967306818],null,[46.8300814303833,17.71800545311816],5];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!2m1!1e3!3sIAE,lf:1,lf_ui:4",,1
3streetdance.com,21016beeedb3f51496b1e8f61aa9918b,"101 S 3rd St, St Charles, IL 60174",,,St. Charles,https://www.3streetdance.com/,,United States,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': 'us-il', 'region_name': 'Illinois', 'city': 'St. Charles', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'South 3rd Street', 'postcode': '60174', 'po_box': None, 'house_number': '101', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': -3.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 41.912152, 'longitude': -88.316535, 'raw_text': '101 S 3rd St, St Charles, IL 60174', 'tokens': None, 'nominatim_address': {'postcode': '60174', 'continent': None, 'country': 'United States', 'country_code': 'us', 'region': None, 'state': 'Illinois', 'state_district': None, 'county': 'Kane County', 'city': None, 'municipality': 'Geneva Township', 'town': 'St. Charles', 'village': None, 'city_district': None, 'district': None, 'borough': None, 'suburb': None, 'subdivision': None, 'hamlet': None, 'croft': None, 'isolated_dwelling': None, 'neighbourhood': None, 'allotments': None, 'quarter': None, 'city_block': None, 'residential': None, 'farm': None, 'farmyard': None, 'industrial': None, 'commercial': None, 'retail': None, 'road': 'South 3rd Street', 'house_number': '101', 'house_name': None, 'emergency': None, 'historic': None, 'military': None, 'natural': None, 'landuse': None, 'railway': None, 'man_made': None, 'aerialway': None, 'boundary': None, 'amenity': None, 'aeroway': None, 'club': None, 'craft': None, 'leisure': None, 'office': None, 'mountain_pass': None, 'shop': None, 'tourism': None, 'bridge': None, 'tunnel': None, 'waterway': None, 'ISO3166_2': 'US-IL', 'ISO3166_2_lvl2': None, 'ISO3166_2_lvl3': None, 'ISO3166_2_lvl4': 'US-IL', 'ISO3166_2_lvl5': None, 'ISO3166_2_lvl6': None, 'ISO3166_2_lvl7': None, 'ISO3166_2_lvl8': None, 'ISO3166_2_lvl9': None, 'ISO3166_2_lvl10': None, 'ISO3166_2_lvl11': None, 'administrative': None, 'territory': None, 'place': None}}",,8427083877846582945,,"/maps/dir//3rd+Street+Dance+%26+Theatre+Academy,+101+S+3rd+St,+St.+Charles,+IL+60174/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x880f02a8d5883441:0x74f30423677786a1?sa=X&ved=2ahUKEwi81q2D-fP_AhW9FVkFHbBcB8cQ48ADegQIExAA",3rd Street Dance & Theatre Academy,+16304430041,,,Performing arts group St. Charles 60174,,(630) 443-0041,us-il,Illinois,/,,3streetdance.com,,3rd Street Dance & Theatre Academy 101 S 3rd St · (630) 443-0041 Closed ⋅ Opens 12 PM Tue Onsite services·Online classes,1688435672000,"https://www.google.com/search?q=Performing+arts+group+St.+Charles+60174&sz=0&tbm=lcl&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!2m1!1e3!3sIAE,lf:1,lf_ui:4&start=",60174,1
3streetdance.com,62cf21e6f81bf4dd1e62a7dfb6a4fbc8,"101 S 3rd St, St Charles, IL 60174, United States",,,St. Charles,https://www.3streetdance.com/,us,United States,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': 'us-il', 'region_name': 'Illinois', 'city': 'St. Charles', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'South 3rd Street', 'postcode': '60174', 'po_box': None, 'house_number': '101', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': -1.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 41.91215133666992, 'longitude': -88.31653594970703, 'raw_text': '101 S 3rd St, St Charles, IL 60174, United States', 'tokens': None, 'nominatim_address': {'postcode': '60174', 'continent': None, 'country': 'United States', 'country_code': 'us', 'region': None, 'state': 'Illinois', 'state_district': None, 'county': 'Kane County', 'city': None, 'municipality': 'Geneva Township', 'town': 'St. Charles', 'village': None, 'city_district': None, 'district': None, 'borough': None, 'suburb': None, 'subdivision': None, 'hamlet': None, 'croft': None, 'isolated_dwelling': None, 'neighbourhood': None, 'allotments': None, 'quarter': None, 'city_block': None, 'residential': None, 'farm': None, 'farmyard': None, 'industrial': None, 'commercial': None, 'retail': None, 'road': 'South 3rd Street', 'house_number': '101', 'house_name': None, 'emergency': None, 'historic': None, 'military': None, 'natural': None, 'landuse': None, 'railway': None, 'man_made': None, 'aerialway': None, 'boundary': None, 'amenity': None, 'aeroway': None, 'club': None, 'craft': None, 'leisure': None, 'office': None, 'mountain_pass': None, 'shop': None, 'tourism': None, 'bridge': None, 'tunnel': None, 'waterway': None, 'ISO3166_2': 'US-IL', 'ISO3166_2_lvl2': None, 'ISO3166_2_lvl3': None, 'ISO3166_2_lvl4': 'US-IL', 'ISO3166_2_lvl5': None, 'ISO3166_2_lvl6': None, 'ISO3166_2_lvl7': None, 'ISO3166_2_lvl8': None, 'ISO3166_2_lvl9': None, 'ISO3166_2_lvl10': None, 'ISO3166_2_lvl11': None, 'administrative': None, 'territory': None, 'place': None}}",,8427083877846582945,,"/maps/dir//3rd+Street+Dance+%26+Theatre+Academy,+101+S+3rd+St,+St.+Charles,+IL+60174,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x880f02a8d5883441:0x74f30423677786a1?sa=X&ved=2ahUKEwiOr5j88_D_AhWQNewKHeHsBMY4FBDjwAN6BAgFEAA&hl=en",3rd Street Dance & Theatre Academy,+16304430041,us,,Training provider St. Charles 60174,"St Charles, IL, United States  ",+1 630-443-0041,us-il,Illinois,/,,3streetdance.com,,"3rd Street Dance & Theatre Academy St. Charles, IL, United States · +1 630-443-0041 Closed ⋅ Opens 12 PM Mon On-site services·Online classes",1688331238000,"https://www.google.com/search?q=Training+provider+St.+Charles+60174&sz=0&tbm=lcl&start=20&hl=en&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!2m1!1e3!3sIAE,lf:1,lf_ui:4",60174,2
3streetdance.com,cee67fc1122146b7184ce3277a937aa1,"7+ years in business · St. Charles, IL",Dance school,10349,St. Charles,https://www.3streetdance.com/,us,United States,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Illinois', 'city': 'St. Charles', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Walnut Street', 'postcode': '60174', 'po_box': None, 'house_number': '305', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': -11.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 41.91217803955078, 'longitude': -88.31663513183594, 'raw_text': None, 'tokens': None, 'nominatim_address': None}","{'latitude': 41.912126099999995, 'longitude': -88.3166184}",8427083877846582945,10491,"/maps/dir//3rd+Street+Dance+%26+Theatre+Academy,+101+S+3rd+St,+St.+Charles,+IL+60174/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x880f02a8d5883441:0x74f30423677786a1?sa=X&hl=en",3rd Street Dance & Theatre Academy,+16304430041,us,"/search?sz=0&q=3rd+Street+Dance+%26+Theatre+Academy+St.+Charles,+IL&ludocid=8427083877846582945&gsas=1&lsig=AB86z5XKBqrLjpEhtqMo0FmLSBSe&lqi=CiJiYWxsZXQgc2Nob29sIGluIGNoaWNhZ28sIGlsbGlub2lzSKXC1s_lgICACFo1EAAQARgAGAEYBCIhYmFsbGV0IHNjaG9vbCBpbiBjaGljYWdvIGlsbGlub2lzKgYIAxAAEAGSAQxkYW5jZV9zY2hvb2yqARUQASoRIg1iYWxsZXQgc2Nob29sKAA&phdesc=jWH4qfSYa10",Theater companies%2C dance in Indiana,"St Charles, IL",(630) 443-0041,,Illinois,/,"""3rd Street Dance is an outstanding dance studio.""",3streetdance.com,Dance Studios & Schools,"3rd Street Dance & Theatre Academy 5.0(8) · Dance school St. Charles, IL Closed ⋅ Opens 8:45AM Sat · (630) 443-0041 Onsite services·Online classes",1671235943000,https://www.google.com/search?q=Theater+companies%2C+dance+in+Indiana&sz=0&tbm=lcl&start=80&hl=en,60174,3
3streetdance.com,b9db8eb2875c1821a117a30fd87466b8,"101 S 3rd St, St Charles, IL 60174",,,St. Charles,https://www.3streetdance.com/,us,United States,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': 'us-il', 'region_name': 'Illinois', 'city': 'St. Charles', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'South 3rd Street', 'postcode': '60174', 'po_box': None, 'house_number': '101', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': -3.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 41.912152, 'longitude': -88.316535, 'raw_text': '101 S 3rd St, St Charles, IL 60174', 'tokens': None, 'nominatim_address': {'postcode': '60174', 'continent': None, 'country': 'United States', 'country_code': 'us', 'region': None, 'state': 'Illinois', 'state_district': None, 'county': 'Kane County', 'city': None, 'municipality': 'Geneva Township', 'town': 'St. Charles', 'village': None, 'city_district': None, 'district': None, 'borough': None, 'suburb': None, 'subdivision': None, 'hamlet': None, 'croft': None, 'isolated_dwelling': None, 'neighbourhood': None, 'allotments': None, 'quarter': None, 'city_block': None, 'residential': None, 'farm': None, 'farmyard': None, 'industrial': None, 'commercial': None, 'retail': None, 'road': 'South 3rd Street', 'house_number': '101', 'house_name': None, 'emergency': None, 'historic': None, 'military': None, 'natural': None, 'landuse': None, 'railway': None, 'man_made': None, 'aerialway': None, 'boundary': None, 'amenity': None, 'aeroway': None, 'club': None, 'craft': None, 'leisure': None, 'office': None, 'mountain_pass': None, 'shop': None, 'tourism': None, 'bridge': None, 'tunnel': None, 'waterway': None, 'ISO3166_2': 'US-IL', 'ISO3166_2_lvl2': None, 'ISO3166_2_lvl3': None, 'ISO3166_2_lvl4': 'US-IL', 'ISO3166_2_lvl5': None, 'ISO3166_2_lvl6': None, 'ISO3166_2_lvl7': None, 'ISO3166_2_lvl8': None, 'ISO3166_2_lvl9': None, 'ISO3166_2_lvl10': None, 'ISO3166_2_lvl11': None, 'administrative': None, 'territory': None, 'place': None}}",,8427083877846582945,,"/maps/dir//3rd+Street+Dance+%26+Theatre+Academy,+101+S+3rd+St,+St.+Charles,+IL+60174/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x880f02a8d5883441:0x74f30423677786a1?sa=X&ved=2ahUKEwiV7J3W-PP_AhVFFVkFHabODtoQ48ADegQIDRAA",3rd Street Dance & Theatre Academy,+16304430041,,,Dance company East District 300,"St Charles, IL  630 443-0041",(630) 443-0041,us-il,Illinois,/,,3streetdance.com,,"3rd Street Dance & Theatre Academy St. Charles, IL · (630) 443-0041 Closed ⋅ Opens 12 PM Tue Onsite services·Online classes",1688435578000,"https://www.google.com/search?q=Dance+company+East+District+300&sz=0&tbm=lcl&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!2m1!1e3!3sIAE,lf:1,lf_ui:4&start=",60174,4
4degreesbrewing.com,ac778684f77a744ee6ca9259420cc3aa,"275 Brockville St, Smiths Falls, ON K7A 4Z6, Canada",Brewery,,Smiths Falls,http://www.4degreesbrewing.com/,ca,Canada,,"{'country_code': 'ca', 'country_name': 'Canada', 'region_code': None, 'region_name': 'Ontario', 'city': 'Smiths Falls', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': ""Est de l'Ontario"", 'road': 'Brockville Street', 'postcode': 'K7A 4Z6', 'po_box': None, 'house_number': '275', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 0.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 44.8826789855957, 'longitude': -76.01567077636719, 'raw_text': None, 'tokens': None, 'nominatim_address': None}","{'latitude': 44.8826415, 'longitude': -76.015275}",1420551203357251643,,"/maps/dir//4+Degrees+Brewing+Company,+275+Brockville+St,+Smiths+Falls,+ON+K7A+4Z6,+Canada/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x4ccd85fcfc84d925:0x13b6cfcb055cd83b?sa=X",4 Degrees Brewing Company,+16132051564,ca,"/search?sz=0&q=4+Degrees+Brewing+Company+Smiths+Falls,+ON,+Canada&ludocid=1420551203357251643&lsig=AB86z5Vc53IPChxm10s0EhO9eukJ&lqi=ChhjYW5hZGlhbmZhbGxlbmhlcm9lcy5jb21I0cG74KWugIAIWjgKGGNhbmFkaWFuZmFsbGVuaGVyb2VzIGNvbRAAEAEiGGNhbmFkaWFuZmFsbGVuaGVyb2VzIGNvbZIBB2JyZXdlcnk&phdesc=KnuHvMK6o_8",canadianfallenheroes.com,"Smiths Falls, ON, Canada ",+1 613-205-1564,,Ontario,/,,4degreesbrewing.com,,"4.7 (27) · Brewery Smiths Falls, ON, Canada · In Settlers Ridge Centre Open ⋅ Closes 6PM · +1 613-205-1564",1620238317000,https://www.google.com/search?sz=0&tbm=lcl&q=canadianfallenheroes.com,K7A 4Z6,1
